entrez_id	gene_symbol	gene_name	log2FoldChange	pvalue	padj	rank_metric
4605	MYBL2	MYB proto-oncogene like 2	3.315228648121862	6.611407522994061e-32	3.1073615358072086e-29	31.17970607237574
51659	GINS2	GINS complex subunit 2	2.6994562889858984	8.53836210062952e-32	3.8949998876695255e-29	31.06862543128767
11130	ZWINT	ZW10 interacting kinetochore protein	2.2718319844592463	1.6670105449644326e-31	7.387238157828101e-29	30.778061652958208
28468	IGHV1-18	immunoglobulin heavy variable 1-18	3.542766988412914	3.787495569026834e-31	1.6317793409890612e-28	30.421647866568403
51512	GTSE1	G2 and S-phase expressed 1	2.99769944453504	6.359229964846726e-31	2.665720452831695e-28	30.196595469613314
1058	CENPA	centromere protein A	3.4859958383491145	7.4445941089234795e-31	3.0385698586685047e-28	30.128158975690198
157313	CDCA2	cell division cycle associated 2	3.2669704454049655	2.0027465792889327e-30	7.964769088402909e-28	29.69837400137012
113130	CDCA5	cell division cycle associated 5	2.7587617163375495	2.2862048336501287e-30	8.864759242478374e-28	29.64088486136912
63967	CLSPN	claspin	2.539679397519341	2.8189516129388358e-30	1.0663887686995451e-27	29.549912378691722
55165	CEP55	centrosomal protein 55	3.344593212619552	3.1820136164729724e-30	1.1750721712260909e-27	29.49729796625247
9787	DLGAP5	DLG associated protein 5	3.686525937045351	3.5085568553377066e-30	1.2655282982857636e-27	29.454871481438325
64151	NCAPG	non-SMC condensin I complex subunit G	3.107592963845192	4.138956503375719e-30	1.458982167439941e-27	29.383109137610635
701	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B	2.681712666519338	1.6825964147895406e-29	5.799348976307951e-27	28.774020040797073
28465	IGHV1-46	immunoglobulin heavy variable 1-46	3.4090516359157563	1.8754290227882715e-29	6.3234574224882805e-27	28.72689936744751
11004	KIF2C	kinesin family member 2C	2.795536117179117	3.764756593297541e-29	1.2423696757881883e-26	28.424263097446005
10024	TROAP	trophinin associated protein	3.3017823798497976	4.6001594240789925e-29	1.4864265139055242e-26	28.337227117057985
8318	CDC45	cell division cycle 45	2.9142240414150105	6.833410371776949e-29	2.1629835686991932e-26	28.16536249749088
5831	PYCR1	pyrroline-5-carboxylate reductase 1	3.0604972606881407	9.377017220702311e-29	2.9087507418618567e-26	28.02793528641822
3161	HMMR	hyaluronan mediated motility receptor	2.814452538247086	9.610899871915643e-29	2.922844255164934e-26	28.017235947283485
990	CDC6	cell division cycle 6	2.8250298685822046	1.4170743114588523e-28	4.2266966482166917e-26	27.848607374727624
3833	KIFC1	kinesin family member C1	2.591562521882121	1.70107591801737e-28	4.978054243103662e-26	27.769276303647704
6035	RNASE1	ribonuclease A family member 1, pancreatic	4.9613604302032055	1.738864492050915e-28	4.994405235501795e-26	27.759734260807843
91319	DERL3	derlin 3	2.6042851705552037	2.1594627785886996e-28	6.089685035620133e-26	27.665654277234843
3514	IGKC	immunoglobulin kappa constant	3.0238473710018328	3.8991211138246043e-28	1.0722263152153936e-25	27.409033274622534
7298	TYMS	thymidylate synthetase	2.8533706968378953	3.940483556884425e-28	1.0722263152153936e-25	27.404450480407775
28395	IGHV4-34	immunoglobulin heavy variable 4-34	4.1311233854071325	4.282059878918691e-28	1.1450818745177396e-25	27.36834726396775
8438	RAD54L	RAD54 like	2.7557555057268286	4.498635744619475e-28	1.1826074643906452e-25	27.34691917031656
9319	TRIP13	thyroid hormone receptor interactor 13	2.9459835671946952	7.093304697947328e-28	1.8336192644193845e-25	27.149151384322483
3782	KCNN3	potassium calcium-activated channel subfamily N member 3	3.840966984795551	9.771070040010944e-28	2.4844146937798318e-25	27.010057873637862
23397	NCAPH	non-SMC condensin I complex subunit H	1.9471283588616652	5.669167113354128e-27	1.4182061601310084e-24	26.246480740867938
3539	IGLC3	immunoglobulin lambda constant 3 (Kern-Oz+ marker)	3.499516509123214	6.419054332981964e-27	1.5800423839493164e-24	26.192528948289176
83461	CDCA3	cell division cycle associated 3	2.309571632415088	6.519839624291182e-27	1.5800423839493164e-24	26.18576308695857
3512	JCHAIN	joining chain of multimeric IgA and IgM	3.442409640755586	1.2114080056388567e-26	2.8906058719167183e-24	25.916709560610563
1870	E2F2	E2F transcription factor 2	1.740799721365731	2.4892615123336014e-26	5.849764553983963e-24	25.603929475670462
993	CDC25A	cell division cycle 25A	2.9747769668910844	3.988027917044425e-26	9.231987013934182e-24	25.39924181019591
54443	ANLN	anillin, actin binding protein	2.7520984374599364	5.618710936859395e-26	1.2815618622160181e-23	25.250363310271375
55507	GPRC5D	G protein-coupled receptor class C group 5 member D	3.2829800590470692	9.0275085464874e-26	2.029226921101733e-23	25.044432091747378
147841	SPC24	SPC24 component of NDC80 kinetochore complex	2.8190513322002726	1.174863774967745e-25	2.6031624499642455e-23	24.930012486762088
1033	CDKN3	cyclin dependent kinase inhibitor 3	2.6473629049133516	2.16701638614488e-25	4.733862556212266e-23	24.66413780469984
92745	SLC38A5	solute carrier family 38 member 5	1.4995852294005738	2.3117071810923553e-25	4.979802552603115e-23	24.636067177902717
81567	TXNDC5	thioredoxin domain containing 5	2.483105643532165	2.3963870569600043e-25	5.091501815541049e-23	24.620443034727653
150468	CKAP2L	cytoskeleton associated protein 2 like	3.0681076490735366	2.7846373398334697e-25	5.836449343353664e-23	24.555231357605102
28913	IGKV3-15	immunoglobulin kappa variable 3-15	3.173432306177746	3.2773918985884257e-25	6.72234846592661e-23	24.48447162415986
5888	RAD51	RAD51 recombinase	2.4142445475329133	3.2939940903315427e-25	6.72234846592661e-23	24.482277184321912
220134	SKA1	spindle and kinetochore associated complex subunit 1	2.904335700774256	4.6286277744487075e-25	9.32337880281811e-23	24.334547742959423
10721	POLQ	DNA polymerase theta	2.0836280094562367	5.576346413841308e-25	1.1006726433740484e-22	24.253650254826358
221150	SKA3	spindle and kinetochore associated complex subunit 3	3.147166473849268	5.6062629804351915e-25	1.1006726433740484e-22	24.251326534068937
28773	IGLV9-49	immunoglobulin lambda variable 9-49	4.16359568532477	6.181327168041419e-25	1.1984048047040302e-22	24.208918269267784
3832	KIF11	kinesin family member 11	2.2038517759625464	7.100412130679196e-25	1.3595974339115348e-22	24.14871644270554
28815	IGLV2-14	immunoglobulin lambda variable 2-14	3.165267625501096	9.793273838318232e-25	1.8523619174672658e-22	24.009072101635258
28793	IGLV3-25	immunoglobulin lambda variable 3-25	4.330740476513605	1.2837655078261658e-24	2.398940123660703e-22	23.89151429710633
157570	ESCO2	establishment of sister chromatid cohesion N-acetyltransferase 2	2.505245912621133	1.4748168056011808e-24	2.7231438874850373e-22	23.831261922233352
9833	MELK	maternal embryonic leucine zipper kinase	2.991657938243917	1.5033399731883791e-24	2.7431532922531476e-22	23.822942794673605
608	TNFRSF17	TNF receptor superfamily member 17	3.2547953331703843	2.373035341035791e-24	4.279741644123851e-22	23.624695793892844
56992	KIF15	kinesin family member 15	2.310600882382641	2.9881675969128868e-24	5.327181543461941e-22	23.52459504796332
891	CCNB1	cyclin B1	2.177098680345583	3.2171127259066476e-24	5.670161179410465e-22	23.492533721385406
8836	GGH	gamma-glutamyl hydrolase	2.3045257634070877	4.735967238556367e-24	8.253354142697672e-22	23.324591310542612
92140	MTDH	metadherin	0.49213760997976186	5.6825016550335756e-24	9.792844518841195e-22	23.245460429114324
2731	GLDC	glycine decarboxylase	3.7084209225328264	6.0874218999231414e-24	1.037537512833054e-21	23.215566597629465
25886	POC1A	POC1 centriolar protein A	1.5755206771899362	8.278133108636577e-24	1.3955852664668835e-21	23.082067594620256
7253	TSHR	thyroid stimulating hormone receptor	2.33920031241754	8.408981488331047e-24	1.4024011062797266e-21	23.075256603581952
28908	IGKV4-1	immunoglobulin kappa variable 4-1	2.994666161123103	1.4072943303427828e-23	2.3220356450655915e-21	22.851615061999777
28434	IGHV3-33	immunoglobulin heavy variable 3-33	3.329403559413705	1.695048650972188e-23	2.76738995542933e-21	22.77081783224229
83540	NUF2	NUF2 component of NDC80 kinetochore complex	2.0257444926066213	1.8721345724089454e-23	3.024667418548202e-21	22.72766293660537
9928	KIF14	kinesin family member 14	2.505478510301428	4.2701816714129637e-23	6.827888425114956e-21	22.369553647875726
28937	IGKV1-17	immunoglobulin kappa variable 1-17	3.9617504248535744	5.507707879914729e-23	8.716790736477292e-21	22.259029102094384
7345	UCHL1	ubiquitin C-terminal hydrolase L1	5.04291328403567	6.915233222222638e-23	1.0833865381482131e-20	22.160193168350574
28813	IGLV2-23	immunoglobulin lambda variable 2-23	3.556340202809646	1.0463806015065904e-22	1.6229363129367214e-20	21.98031032018259
140823	ROMO1	reactive oxygen species modulator 1	0.723372213369531	1.0822710692453922e-22	1.661982602375845e-20	21.96566395075117
10549	PRDX4	peroxiredoxin 4	1.086462102130532	1.098152284688632e-22	1.6698374446588902e-20	21.95933743054708
1063	CENPF	centromere protein F	2.048746208439954	1.4074674132817925e-22	2.119399959223359e-20	21.851561651464703
28444	IGHV3-21	immunoglobulin heavy variable 3-21	2.974344314167346	1.7377971132910137e-22	2.5916570410715023e-20	21.760000928532637
28388	IGHV5-51	immunoglobulin heavy variable 5-51	2.91090626747762	1.9042109848066945e-22	2.809391838692836e-20	21.72028493386074
9768	PCLAF	PCNA clamp associated factor	3.0298257920946425	1.9200227911118028e-22	2.809391838692836e-20	21.71669361609054
28914	IGKV3-11	immunoglobulin kappa variable 3-11	2.7311817054892624	2.3817803956799904e-22	3.452468592242678e-20	21.62309828371849
28442	IGHV3-23	immunoglobulin heavy variable 3-23	3.075880405130643	7.268539889554078e-22	1.0438430896942943e-19	21.138552821822728
81624	DIAPH3	diaphanous related formin 3	3.026985208285358	8.243746588299699e-22	1.1730321980231956e-19	21.083875366843653
55789	DEPDC1B	DEP domain containing 1B	2.725001068448423	1.1330780956553296e-21	1.5976401148740151e-19	20.945740156029522
9156	EXO1	exonuclease 1	2.5616960842699363	1.1836021588224418e-21	1.6538440975978445e-19	20.92679425138246
28299	IGKV1-5	immunoglobulin kappa variable 1-5	3.1460522246706684	1.6483331467773536e-21	2.2826470630818533e-19	20.782955007939286
6382	SDC1	syndecan 1	4.950803543651258	1.6877887516562866e-21	2.3166020830255763e-19	20.772681911816534
55143	CDCA8	cell division cycle associated 8	1.7750691188971677	1.9182112417069775e-21	2.6097768735855456e-19	20.717103568147607
4751	NEK2	NIMA related kinase 2	2.699380897987512	2.4082918802839068e-21	3.2480527881046433e-19	20.6182908785792
4171	MCM2	minichromosome maintenance complex component 2	1.6716750136320413	4.2681540449113925e-21	5.706816313497903e-19	20.36975991454099
80178	TEDC2	tubulin epsilon and delta complex 2	2.2631106026131356	9.039636131277807e-21	1.188175901662024e-18	20.04384905064838
11332	ACOT7	acyl-CoA thioesterase 7	1.5061444926683674	9.338232299127431e-21	1.2171091004997179e-18	20.02973532670267
90381	TICRR	TOPBP1 interacting checkpoint and replication regulator	2.451917020725938	9.437834619358848e-21	1.2198401245521309e-18	20.02512763713602
7272	TTK	TTK protein kinase	2.3909555277656125	1.1205725692125672e-20	1.436370293263382e-18	19.95056001294593
983	CDK1	cyclin dependent kinase 1	2.599337259052754	1.3793975419603438e-20	1.753643924246306e-18	19.86031055224443
28876	IGKV3D-11	immunoglobulin kappa variable 3D-11	2.9413920402107383	1.552721618686321e-20	1.957944089904458e-18	19.808906400231223
28791	IGLV3-27	immunoglobulin lambda variable 3-27	4.5264573210537025	1.957383207634253e-20	2.448307544387682e-18	19.708324141808042
3007	H1-3	H1.3 linker histone, cluster member	1.3735742525598753	2.0991506432402147e-20	2.593574592604836e-18	19.67795639363276
28784	IGLV4-69	immunoglobulin lambda variable 4-69	3.5092405301626304	2.1069658199110854e-20	2.593574592604836e-18	19.676342509643163
28907	IGKV5-2	immunoglobulin kappa variable 5-2	3.2441545986002995	2.3979457556315494e-20	2.928514855893333e-18	19.620160645380768
4998	ORC1	origin recognition complex subunit 1	2.4449163695382636	4.3377219235968195e-20	5.256098987108335e-18	19.362738292551967
28825	IGLV1-40	immunoglobulin lambda variable 1-40	2.9409015144057107	5.400181856718711e-20	6.492776790519938e-18	19.26759161461415
28816	IGLV2-11	immunoglobulin lambda variable 2-11	3.4956973408469008	6.554527075204281e-20	7.820054995109108e-18	19.18345863822845
1869	E2F1	E2F transcription factor 1	2.591029864670946	8.038014249500708e-20	9.472129168459187e-18	19.094851228241765
27077	B9D1	B9 domain containing 1	1.541490684159279	8.061386526348244e-20	9.472129168459187e-18	19.09359025485068
1031	CDKN2C	cyclin dependent kinase inhibitor 2C	1.1415437979213767	8.658169951063551e-20	1.0096858341428244e-17	19.062573893680554
28445	IGHV3-20	immunoglobulin heavy variable 3-20	4.6555261333758065	9.726958211429949e-20	1.1258591183528242e-17	19.01202294991915
8347	H2BC4	H2B clustered histone 4	1.9475745078601476	1.19099377253735e-19	1.3683195120040219e-17	18.924090509348236
4830	NME1	NME/NM23 nucleoside diphosphate kinase 1	1.1449034545189454	1.6900048503236756e-19	1.9273511197441328e-17	18.772112048956867
28775	IGLV7-46	immunoglobulin lambda variable 7-46	3.6656383771500702	1.9042951493074968e-19	2.155884508449582e-17	18.72026573883939
3538	IGLC2	immunoglobulin lambda constant 2	3.426002510141852	1.9306246072798181e-19	2.1698541781818823e-17	18.714302162696967
28231	SLCO4A1	solute carrier organic anion transporter family member 4A1	2.609988248054358	2.1171417094518056e-19	2.36236459810054e-17	18.67425007179957
28820	IGLV1-51	immunoglobulin lambda variable 1-51	4.539252042796531	2.1552554089192284e-19	2.3877150994526595e-17	18.666501256309964
28450	IGHV3-11	immunoglobulin heavy variable 3-11	2.9551788302450666	2.4413531836653347e-19	2.6854885020318678e-17	18.61236938788249
54478	PIMREG	PICALM interacting mitotic regulator	2.4643323799278947	6.3199243284079675e-19	6.90295960095828e-17	18.19928812170996
29089	UBE2T	ubiquitin conjugating enzyme E2 T	1.4826307846207645	6.572927056241336e-19	7.129097807154065e-17	18.182241187322198
283710	LINC03034	long intergenic non-protein coding RNA 3034	2.138278734626275	6.823228870001331e-19	7.349186095397267e-17	18.166010061035553
714	C1QC	complement C1q C chain	3.4041802376835593	7.535681544315927e-19	8.060580741540692e-17	18.12287746298437
3502	IGHG3	immunoglobulin heavy constant gamma 3 (G3m marker)	4.027758440631779	7.836421421440066e-19	8.28844708131185e-17	18.10588221687272
57082	KNL1	kinetochore scaffold 1	1.935955899758244	7.855588142829413e-19	8.28844708131185e-17	18.10482129405834
713	C1QB	complement C1q B chain	2.770230539942007	9.73518643493403e-19	1.0202212270663971e-16	18.01165572705224
5479	PPIB	peptidylprolyl isomerase B	0.9342025823926718	1.3822609963362192e-18	1.4388502049110582e-16	17.859409946421497
146909	KIF18B	kinesin family member 18B	2.8420005892419553	1.5249183227947788e-18	1.576765545769801e-16	17.816753417241443
7388	UQCRH	ubiquinol-cytochrome c reductase hinge protein	0.8043786718982932	2.6209579645371e-18	2.6865245029860465e-16	17.58153994430177
28940	IGKV1-12	immunoglobulin kappa variable 1-12	3.1894468274061376	2.632828655408634e-18	2.6865245029860465e-16	17.579577403876048
2171	FABP5	fatty acid binding protein 5	1.2249777100504151	3.4300925266507325e-18	3.477172227996919e-16	17.46469416471762
8727	CTNNAL1	catenin alpha like 1	2.0616775317787535	3.5098081111236205e-18	3.534878169060218e-16	17.45471662671315
28778	IGLV6-57	immunoglobulin lambda variable 6-57	3.905523981909291	4.1856234170690494e-18	4.188323819273611e-16	17.378239847962433
28402	IGHV3-69-1	immunoglobulin heavy variable 3-69-1 (pseudogene)	3.2954837107196595	4.3914954097681144e-18	4.366159859327144e-16	17.35738756686003
3159	HMGA1	high mobility group AT-hook 1	0.9406287904226232	5.364698386638786e-18	5.299775285144432e-16	17.27045468985844
81618	ITM2C	integral membrane protein 2C	1.6757123204323645	6.0275445597986745e-18	5.916912412815029e-16	17.219859570331987
64960	MRPS15	mitochondrial ribosomal protein S15	0.5845649714766096	7.313778795100675e-18	7.134384220881225e-16	17.135858179015738
168620	BHLHA15	basic helix-loop-helix family member a15	3.421288074782133	7.387144653740944e-18	7.160913348720128e-16	17.13152339661914
79174	CRELD2	cysteine rich with EGF like domains 2	0.9673008739413512	1.0311407219033286e-17	9.933535774360638e-16	16.98668206160719
7504	XK	X-linked Kx blood group antigen, Kell and VPS13A binding protein	3.23681358634405	1.1831251962265734e-17	1.1327328267576638e-15	16.926969296662453
28400	IGHV4-28	immunoglobulin heavy variable 4-28	2.9371186867133083	1.3429979483310155e-17	1.2779078637186537e-15	16.871924650793087
1719	DHFR	dihydrofolate reductase	1.6556041229952791	1.3540554282967083e-17	1.280573152004997e-15	16.86836355743027
90701	SEC11C	SEC11 homolog C, signal peptidase complex subunit	1.3096222740460413	1.3694434675219654e-17	1.2872768594706478e-15	16.863455891303424
85235	H2AC12	H2A clustered histone 12	2.5039117419625607	1.5323195064709995e-17	1.4317033461063373e-15	16.814650669801487
3008	H1-4	H1.4 linker histone, cluster member	1.3886418328213457	1.7368088939301048e-17	1.6130482601710138e-15	16.760247965592974
9401	RECQL4	RecQ like helicase 4	1.4911958702031385	1.7938122837801805e-17	1.6502475243429905e-15	16.746223006321966
857	CAV1	caveolin 1	3.1626882722722747	1.798142047801195e-17	1.6502475243429905e-15	16.745176003292737
80119	PIF1	PIF1 5'-to-3' DNA helicase	1.5671392207868553	2.193689041628237e-17	2.0014186491561148e-15	16.65882493422534
1062	CENPE	centromere protein E	1.6389113561842978	2.2230751963017923e-17	2.016368204364959e-15	16.653045846888684
28474	IGHV1-2	immunoglobulin heavy variable 1-2	3.5155379422898445	2.3760611703106417e-17	2.142599346018492e-15	16.624142382888486
8343	H2BC7	H2B clustered histone 7	2.2467183956660306	2.6887785876617135e-17	2.4105754852389127e-15	16.570444959069295
28822	IGLV1-47	immunoglobulin lambda variable 1-47	3.4637508146790386	2.7331039083111142e-17	2.436232276891114e-15	16.563343856800458
196410	TMT1B	thiol methyltransferase 1B	5.398210275606632	3.0932410687896116e-17	2.7414953701101077e-15	16.50958623235203
4173	MCM4	minichromosome maintenance complex component 4	1.537110249945514	3.8659563592481506e-17	3.4068740415874332e-15	16.412743052802213
23753	SDF2L1	stromal cell derived factor 2 like 1	1.1573374554792346	5.880875664563288e-17	5.153241895896982e-15	16.23055800249983
122509	IFI27L1	interferon alpha inducible protein 27 like 1	1.3183460326405378	6.00681897209941e-17	5.2340315874866206e-15	16.221355456216948
3149	HMGB3	high mobility group box 3	1.7584438361507717	6.139561449307661e-17	5.319809948534181e-15	16.211862649534382
10403	NDC80	NDC80 kinetochore complex component	1.5082476244877454	6.309385658121618e-17	5.436587308748128e-15	16.20001292574425
1191	CLU	clusterin	3.082921832829282	7.171078478449223e-17	6.1449407293230626e-15	16.144415524664513
30968	STOML2	stomatin like 2	0.4890554057015043	8.423820428443977e-17	7.178761255228907e-15	16.07449089962968
89891	DYNC2I2	dynein 2 intermediate chain 2	1.1672261967754445	8.492577828951814e-17	7.197807766505061e-15	16.070960464413258
9377	COX5A	cytochrome c oxidase subunit 5A	0.6721728360325111	9.882545466285691e-17	8.330341314244082e-15	16.005131178936768
6748	SSR4	signal sequence receptor subunit 4	0.6472275243093236	1.0235558085793531e-16	8.58127058976528e-15	15.989888472789183
28391	IGHV4-61	immunoglobulin heavy variable 4-61	3.394105084666023	1.4372234448391831e-16	1.1984589048094475e-14	15.84247570694106
28439	IGHV3-30	immunoglobulin heavy variable 3-30	2.942043433779484	1.554925104197241e-16	1.2814322585874763e-14	15.808290524718945
2766	GMPR	guanosine monophosphate reductase	2.5922192249682214	1.5582038105852139e-16	1.2814322585874763e-14	15.807375737919214
28960	DCPS	decapping enzyme, scavenger	0.6940725283734342	1.561513197118201e-16	1.2814322585874763e-14	15.806454340981402
28803	IGLV3-10	immunoglobulin lambda variable 3-10	4.289621837338793	1.5770029829314807e-16	1.2873324350140667e-14	15.802167485193953
11315	PARK7	Parkinsonism associated deglycase	0.5621312463817488	2.0558296650293995e-16	1.6694197960526695e-14	15.687012871487234
10398	MYL9	myosin light chain 9	3.5807706662758143	2.2839016097131716e-16	1.8449642690964215e-14	15.641322609392494
1337	COX6A1	cytochrome c oxidase subunit 6A1	0.6028469897716443	2.612671878123274e-16	2.0996135144918122e-14	15.58291512929616
28938	IGKV1-16	immunoglobulin kappa variable 1-16	2.7993705156560997	3.232535619660629e-16	2.584362240254451e-14	15.490456680883197
10733	PLK4	polo like kinase 4	1.362673965953252	3.383560387438362e-16	2.6912318773932815e-14	15.470626068124734
5687	PSMA6	proteasome 20S subunit alpha 6	0.8175798607600644	4.90523692385385e-16	3.881644116784347e-14	15.309340011273349
140465	MYL6B	myosin light chain 6B	1.3198716795146328	5.140096186343653e-16	4.026408679302528e-14	15.289028753999387
28781	IGLV5-45	immunoglobulin lambda variable 5-45	3.74532159532553	5.386097119359653e-16	4.197907855340111e-14	15.268725819877032
64943	NT5DC2	5'-nucleotidase domain containing 2	2.0642837231870224	5.987067884574333e-16	4.6429711444873954e-14	15.222785817563535
144455	E2F7	E2F transcription factor 7	2.6092766022228484	6.678070639129202e-16	5.15307838870119e-14	15.175348991388002
55247	NEIL3	nei like DNA glycosylase 3	2.1122376142465193	6.737839996533758e-16	5.173460314170227e-14	15.17147930642221
387103	CENPW	centromere protein W	1.3738729753225372	7.355198724214369e-16	5.5921143241453384e-14	15.133405588923697
79682	CENPU	centromere protein U	1.834494277680302	7.722591539134124e-16	5.842799744974159e-14	15.112236935120366
3148	HMGB2	high mobility group box 2	0.9593405111902666	8.253034216407561e-16	6.213813626042781e-14	15.083386354337378
28919	IGKV2-30	immunoglobulin kappa variable 2-30	3.658765253678355	9.626595627010677e-16	7.212970926325393e-14	15.016527270695097
746	TMEM258	transmembrane protein 258	0.6283548091691256	1.0146501297817532e-15	7.565972842747594e-14	14.993683684745035
2232	FDXR	ferredoxin reductase	0.8757795529417747	1.172140101369415e-15	8.698513383846712e-14	14.931020475676972
8971	H1-10	H1.10 linker histone	0.8706457082500653	1.2045586574838205e-15	8.896526084559075e-14	14.919172046640087
2621	GAS6	growth arrest specific 6	1.757125461775891	1.3058238225178297e-15	9.598733406280349e-14	14.88411541270072
6491	STIL	STIL centriolar assembly protein	1.6734271247273955	1.4158762365901824e-15	1.035860397618572e-13	14.848974707179472
7295	TXN	thioredoxin	0.86486541006103	1.4660510153135393e-15	1.0625444508183645e-13	14.83385091695023
56005	MYDGF	myeloid derived growth factor	1.0220366417819902	1.523689662958014e-15	1.0991826359292465e-13	14.817103478789944
2237	FEN1	flap structure-specific endonuclease 1	1.1054414263305403	1.6025961825325042e-15	1.15075309217959e-13	14.795175896105805
3494	IGHA2	immunoglobulin heavy constant alpha 2 (A2m marker)	3.24172214489808	1.615932878506031e-15	1.1549824398907161e-13	14.791576682608373
1111	CHEK1	checkpoint kinase 1	1.59317748529463	1.886366296816866e-15	1.342089048790348e-13	14.724373971598656
79586	CHPF	chondroitin polymerizing factor	1.430360187207485	2.0012116515182024e-15	1.417296471006727e-13	14.698706977218105
123803	NTAN1	N-terminal asparagine amidase	0.4656186074748316	2.1993586486836157e-15	1.5505478473219492e-13	14.65770394460749
5427	POLE2	DNA polymerase epsilon 2, accessory subunit	1.941076390089026	2.221032072903633e-15	1.55874241858531e-13	14.653445169959182
8349	H2BC21	H2B clustered histone 21	1.6443421524138966	3.102559361663929e-15	2.167598905378718e-13	14.508279900338032
9493	KIF23	kinesin family member 23	1.6836897296723936	3.386910097443695e-15	2.355649130553888e-13	14.470196331168273
51253	MRPL37	mitochondrial ribosomal protein L37	0.5041783368569955	3.5947159742097405e-15	2.489019855356834e-13	14.444335418412225
28799	IGLV3-16	immunoglobulin lambda variable 3-16	3.517477342536654	3.635952490116915e-15	2.506383249853927e-13	14.439381800206633
