ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:1903046	meiotic cell cycle process	25/635	135/11812	4.6288964531539e-8	2.5382839043801454e-6	2.3314686821725416e-6	PLK1/CDC20/PKMYT1/ASPM/CCNB2/ESPL1/TOP2A/RAD54L/TRIP13/NCAPH/CDC25A/RAD51/NUF2/TTK/NDC80/SGO1/PTTG1/AURKA/RAD51AP1/FBXO5/EME1/CCNE2/CCNE1/GPR3/PDE3A	25
GO:0042742	defense response to bacterium	29/635	176/11812	5.8904590346552524e-8	3.186419934557429e-6	2.926795648371379e-6	IGHG1/RNASE1/JCHAIN/H2BC4/IGHG3/H2BC7/IGHA2/H2BC21/H2BC12/IGHA1/H2BC11/SELP/H2BC8/LCN2/PPBP/S100A8/S100A12/IGKV3-20/S100A9/IGHM/ELANE/IGHG2/ANG/IGHG4/FCGR1A/RNASE3/CAMP/ISG15/MPO	29
GO:0050878	regulation of body fluid levels	35/635	244/11812	9.504272762028187e-8	5.0365312353142584e-6	4.6261629054400525e-6	NME1/CAV1/MYL9/GAS6/TREML1/SELP/MPIG6B/MFSD2B/GATA1/PF4/TFPI/GP9/MMRN1/PEAR1/GP6/ITGB3/GP1BA/PROS1/OXTR/ADM/ALOX12/TUBB1/F2RL3/F13A1/HBB/VWF/ADRA2A/EPHB2/SLC6A4/ITGA2/PDGFA/F3/SERPING1/SLC7A11/MYO5B	35
GO:0008608	attachment of spindle microtubules to kinetochore	14/635	47/11812	9.562237668845457e-8	5.0365312353142584e-6	4.6261629054400525e-6	AURKB/BIRC5/CDT1/KIF2C/SPC24/CCNB1/NUF2/CDCA8/NEK2/KNL1/CENPE/NDC80/SPAG5/SGO1	14
GO:0140013	meiotic nuclear division	23/635	122/11812	1.1355453995326149e-7	5.9033613432844906e-6	5.422365113557653e-6	PLK1/CDC20/ASPM/CCNB2/ESPL1/TOP2A/RAD54L/TRIP13/NCAPH/RAD51/NUF2/TTK/NDC80/SGO1/PTTG1/AURKA/RAD51AP1/FBXO5/EME1/CCNE2/CCNE1/GPR3/PDE3A	23
GO:0045930	negative regulation of mitotic cell cycle	31/635	204/11812	1.3930973301199526e-7	7.143745951487348e-6	6.561685212023957e-6	PLK1/AURKB/CDC20/BIRC5/DTL/BUB1/ZWINT/GTSE1/CLSPN/BUB1B/CDC6/TRIP13/SPC24/CCNB1/NUF2/CENPF/CDCA8/TICRR/TTK/CDK1/ORC1/KNL1/NDC80/E2F7/CHEK1/MAD2L1/FBXO5/BRCA1/EME1/GFI1B/CTDSPL	31
GO:0007051	spindle organization	29/635	183/11812	1.4098324510804408e-7	7.143745951487348e-6	6.561685212023957e-6	PLK1/TPX2/AURKB/CDC20/BIRC5/KIF4A/ASPM/CCNB2/ESPL1/MYBL2/DLGAP5/KIFC1/KIF11/CCNB1/NUF2/CDCA8/NEK2/TTK/CENPE/NDC80/STIL/KIF23/WDR62/SPAG5/AURKA/STMN1/FBXO5/AUNIP/TUBB1	29
GO:0045786	negative regulation of cell cycle	42/635	330/11812	1.5835450388859126e-7	7.923663488325386e-6	7.2780563431953855e-6	PLK1/AURKB/CDC20/PKMYT1/BIRC5/DTL/BUB1/CDT1/ESPL1/ZWINT/GTSE1/CLSPN/BUB1B/CDC45/CDC6/TRIP13/SPC24/RAD51/CCNB1/NUF2/CENPF/CDCA8/NEK2/TICRR/TTK/CDK1/ORC1/E2F1/KNL1/NDC80/E2F7/CHEK1/E2F8/MAD2L1/FBXO5/MAPK12/BRCA1/EME1/GFI1B/GMNN/CDKN2A/CTDSPL	42
GO:0030168	platelet activation	21/635	107/11812	1.9830939781334488e-7	9.800401474652093e-6	9.001880787030717e-6	MYL9/TREML1/SELP/MFSD2B/GATA1/PF4/GP9/MMRN1/PEAR1/GP6/ITGB3/GP1BA/ALOX12/TUBB1/F2RL3/HBB/VWF/ADRA2A/SLC6A4/PDGFA/SLC7A11	21
GO:0051321	meiotic cell cycle	29/635	186/11812	2.0176110309200957e-7	9.849386532650175e-6	9.046874622598068e-6	PLK1/CDC20/PKMYT1/ASPM/CCNB2/ESPL1/TOP2A/RAD54L/TRIP13/NCAPH/CDC25A/RAD51/NUF2/EXO1/NEK2/TTK/NDC80/SGO1/PTTG1/AURKA/RAD51AP1/FBXO5/EME1/CCNE2/CCNE1/XRCC2/SLC26A8/GPR3/PDE3A	29
GO:0044786	cell cycle DNA replication	13/635	43/11812	2.271315296637905e-7	1.0954307388483776e-5	1.0061768333742806e-5	TK1/CDT1/CDC45/RAD51/MCM2/MCM4/E2F7/FEN1/E2F8/MCM6/FBXO5/GINS1/GMNN	13
GO:0045132	meiotic chromosome segregation	15/635	59/11812	3.3626600423781783e-7	1.6024676368618866e-5	1.471901193988343e-5	PLK1/ASPM/CCNB2/ESPL1/TRIP13/NCAPH/NUF2/TTK/NDC80/SGO1/PTTG1/AURKA/FBXO5/CCNE2/CCNE1	15
